timestamp,turbine_id,wind_speed,wind_direction,power_output
2022-03-01 09:00:00,3,14.7,81,3.7
2022-03-01 09:00:00,4,12.3,138,1.7
2022-03-01 09:00:00,5,14.9,83,4
2022-03-01 10:00:00,1,9.6,127,2.8
2022-03-01 10:00:00,2,10,89,3.9
2022-03-01 10:00:00,3,9.5,267,2.3
2022-03-01 10:00:00,4,10.1,195,2.9
2022-03-01 10:00:00,5,9.6,95,2.5
2022-03-01 11:00:00,1,12.9,348,4
2022-03-01 11:00:00,2,12.7,7,1.6
2022-03-01 11:00:00,3,10,294,1.7
2022-03-01 11:00:00,4,14.6,171,2.3
2022-03-01 11:00:00,5,10,252,3
2022-03-01 12:00:00,1,11.9,93,2
2022-03-01 12:00:00,2,10,337,4
2022-03-01 12:00:00,3,9.6,135,4.5
2022-03-01 12:00:00,4,14.2,234,1.5
2022-03-01 12:00:00,5,12.5,182,2.5
2022-03-01 13:00:00,1,11.4,289,3.9
2022-03-01 13:00:00,2,11.3,78,3.8
2022-03-01 13:00:00,3,14.9,147,1.8
2022-03-01 13:00:00,4,11.2,291,3.6
2022-03-01 13:00:00,5,11.3,17,3.2
2022-03-01 14:00:00,1,9.4,316,3.9
2022-03-01 14:00:00,2,11.2,293,1.9
2022-03-01 14:00:00,3,11.3,216,3.3
2022-03-01 14:00:00,4,14.8,244,4.2
2022-03-01 14:00:00,5,13.1,64,2.9
2022-03-01 15:00:00,1,9.7,135,2.9
2022-03-01 15:00:00,2,12.7,158,4
2022-03-01 15:00:00,3,9.2,171,2.2
2022-03-01 15:00:00,4,9.2,122,4.4
2022-03-01 15:00:00,5,11.9,84,2.1
2022-03-01 16:00:00,1,12.4,289,2.3
2022-03-01 16:00:00,2,10,46,3.7
2022-03-01 16:00:00,3,11.6,102,1.6
2022-03-01 16:00:00,4,9.4,139,3.1
2022-03-01 16:00:00,5,10.9,328,4.5
2022-03-01 17:00:00,1,11.7,253,4.3
2022-03-01 17:00:00,2,9.6,274,3.9
2022-03-01 17:00:00,3,9.3,243,3.1
2022-03-01 17:00:00,4,12.9,244,3.7
2022-03-01 17:00:00,5,13.1,215,2.6
2022-03-01 18:00:00,1,10.1,240,1.8
2022-03-01 18:00:00,2,14.3,254,2.9
2022-03-01 18:00:00,3,14.2,76,2.7
2022-03-01 18:00:00,4,12.9,78,3.2
2022-03-01 18:00:00,5,12.5,20,4.2
2022-03-01 19:00:00,1,14.7,131,2.5
2022-03-01 19:00:00,2,9.1,170,3
2022-03-01 19:00:00,3,13.5,38,1.9
2022-03-01 19:00:00,4,13.3,54,4.3
2022-03-01 19:00:00,5,12.5,61,3.2
2022-03-01 20:00:00,1,9.2,300,3.1
2022-03-01 20:00:00,2,14.8,89,1.6
2022-03-01 20:00:00,3,9.6,333,3.6
2022-03-01 20:00:00,4,9.5,135,3.3
2022-03-01 20:00:00,5,11.8,215,4
2022-03-01 21:00:00,1,10.8,328,2.5
2022-03-01 21:00:00,2,13.9,121,1.8
2022-03-01 21:00:00,3,12.1,211,3.8
2022-03-01 21:00:00,4,11.4,315,2.4
2022-03-01 21:00:00,5,11,201,4.2
2022-03-01 22:00:00,1,13.1,286,2.2
2022-03-01 22:00:00,2,14.7,154,2.8
2022-03-01 22:00:00,3,14.7,158,2.3
2022-03-01 22:00:00,4,14,271,2.2
2022-03-01 22:00:00,5,9,193,2.7
2022-03-01 23:00:00,1,13,52,4.4
2022-03-01 23:00:00,2,9.8,316,1.8
2022-03-01 23:00:00,3,11.3,143,3.9
2022-03-01 23:00:00,4,12.4,2,3.5
2022-03-01 23:00:00,5,11,350,2.6
2022-03-02 00:00:00,1,10.7,101,3.4
2022-03-02 00:00:00,2,10.7,233,1.7
2022-03-02 00:00:00,3,13.2,43,3.3
2022-03-02 00:00:00,4,13.6,292,3.7
2022-03-02 00:00:00,5,14.5,183,4.3
2022-03-02 01:00:00,1,14.1,272,2.1
2022-03-02 01:00:00,2,13.5,313,2.4
2022-03-02 01:00:00,3,12.7,32,3.5
2022-03-02 01:00:00,4,12.5,226,2.7
2022-03-02 01:00:00,5,10.3,32,4.1
2022-03-02 02:00:00,1,13.6,152,2.6
2022-03-02 02:00:00,2,14.5,167,1.8
2022-03-02 02:00:00,3,10.6,143,2.9
2022-03-02 02:00:00,4,12.3,322,1.6
2022-03-02 02:00:00,5,12.7,271,3
2022-03-02 03:00:00,1,10,256,4.4
2022-03-02 03:00:00,2,9.1,157,2.3
2022-03-02 03:00:00,3,10.5,33,4
2022-03-02 03:00:00,4,14.2,12,4
2022-03-02 03:00:00,5,11.9,82,2.1
2022-03-02 04:00:00,1,14,8,3.2
2022-03-02 04:00:00,2,9.2,276,2.7
2022-03-02 04:00:00,3,9.4,247,3.3
2022-03-02 04:00:00,4,10.7,186,3.9
2022-03-02 04:00:00,5,14.7,40,2.1
2022-03-02 05:00:00,1,11.9,220,2.6
2022-03-02 05:00:00,2,9.9,308,3.4
2022-03-02 05:00:00,3,11.9,273,4.2
2022-03-02 05:00:00,4,13.6,6,2.7
2022-03-02 05:00:00,5,11.2,8,3.8
2022-03-02 06:00:00,1,11.9,36,4.2
2022-03-02 06:00:00,2,11.6,139,1.9
2022-03-02 06:00:00,3,9.1,334,2.1
2022-03-02 06:00:00,4,10.8,351,4.2
2022-03-02 06:00:00,5,11.2,20,3.3
2022-03-02 07:00:00,1,13.8,187,4.5
2022-03-02 07:00:00,2,12.9,313,3.7
2022-03-02 07:00:00,3,13.3,75,3.1
2022-03-02 07:00:00,4,10.9,152,2.2
2022-03-02 07:00:00,5,9.7,120,3.1
2022-03-02 08:00:00,1,9.6,129,4.1
2022-03-02 08:00:00,2,11,192,1.7
2022-03-02 08:00:00,3,11.8,215,1.9
2022-03-02 08:00:00,4,11.7,77,4.2
2022-03-02 08:00:00,5,12.1,298,1.9
2022-03-02 09:00:00,1,11.4,157,1.9
2022-03-02 09:00:00,2,14.8,10,3.7
2022-03-02 09:00:00,3,14.1,194,1.8
2022-03-02 09:00:00,4,11,230,4.1
2022-03-02 09:00:00,5,11.1,259,2.4
2022-03-02 10:00:00,1,13.5,314,3.6
2022-03-02 10:00:00,2,14.5,309,1.6
2022-03-02 10:00:00,3,12.2,34,3.2
2022-03-02 10:00:00,4,10.1,43,2
2022-03-02 10:00:00,5,9.1,359,2.9
2022-03-02 11:00:00,1,13.5,195,2.6
2022-03-02 11:00:00,2,11.7,83,2
2022-03-02 11:00:00,3,13.3,12,1.6
2022-03-02 11:00:00,4,9.3,325,4.1
2022-03-02 11:00:00,5,10.5,153,3.4
2022-03-02 12:00:00,1,14.3,239,2.9
2022-03-02 12:00:00,2,14.9,105,1.9
2022-03-02 12:00:00,3,9.7,257,1.8
2022-03-02 12:00:00,4,14.5,84,3
2022-03-02 12:00:00,5,14.8,113,4.3
2022-03-02 13:00:00,1,10.7,42,2.9
2022-03-02 13:00:00,2,9.7,231,2.4
2022-03-02 13:00:00,3,10,182,3.3
2022-03-02 13:00:00,4,9.9,344,1.6
2022-03-02 13:00:00,5,11.7,309,2.1
2022-03-02 14:00:00,1,12,239,2.5
2022-03-02 14:00:00,2,11.3,98,2.3
2022-03-02 14:00:00,3,12.4,137,1.9
2022-03-02 14:00:00,4,12.6,231,2.4
2022-03-02 14:00:00,5,14.7,219,3.3
2022-03-02 15:00:00,1,13.2,121,4
2022-03-02 15:00:00,2,12.1,351,2.7
2022-03-02 15:00:00,3,11.9,19,3.7
2022-03-02 15:00:00,4,11.6,185,2.4
2022-03-02 15:00:00,5,11.3,54,3.5
2022-03-02 16:00:00,1,12.2,2,2.4
2022-03-02 16:00:00,2,11.5,89,3
2022-03-02 16:00:00,3,13.6,241,3.4
2022-03-02 16:00:00,4,14.1,87,2.7
2022-03-02 16:00:00,5,11.9,283,4.3
2022-03-02 17:00:00,1,9,194,2.3
2022-03-02 17:00:00,2,13.4,221,2.3
2022-03-02 17:00:00,3,11.6,43,2.4
2022-03-02 17:00:00,4,14.3,3,3.9
2022-03-02 17:00:00,5,10.2,262,3.8
2022-03-02 18:00:00,1,12.8,50,4
2022-03-02 18:00:00,2,12.8,265,3.4
2022-03-02 18:00:00,3,13.4,292,3.8
2022-03-02 18:00:00,4,11.6,323,2.9
2022-03-02 18:00:00,5,9.4,314,4.4
2022-03-02 19:00:00,1,9.4,102,4.3
2022-03-02 19:00:00,2,9.4,162,2.8
2022-03-02 19:00:00,3,10.7,105,3.9
2022-03-02 19:00:00,4,10.1,199,1.5
2022-03-02 19:00:00,5,14.2,202,3
2022-03-02 20:00:00,1,10.6,256,3.2
2022-03-02 20:00:00,2,9.5,314,1.8
2022-03-02 20:00:00,3,10.9,220,3.2
2022-03-02 20:00:00,4,9.1,233,3.9
2022-03-02 20:00:00,5,11,64,2.9
2022-03-02 21:00:00,1,9.5,82,3.2
2022-03-02 21:00:00,2,13.5,9,1.8
2022-03-02 21:00:00,3,10.3,200,2.6
2022-03-02 21:00:00,4,13.1,81,3.9
2022-03-02 21:00:00,5,13.2,225,4.3
2022-03-02 22:00:00,1,9.4,18,2.6
2022-03-02 22:00:00,2,13.1,103,4.2
2022-03-02 22:00:00,3,13.2,357,4.4
2022-03-02 22:00:00,4,10.4,241,4.1
2022-03-02 22:00:00,5,10.7,10,2.5
2022-03-02 23:00:00,1,14.1,42,4.2
2022-03-02 23:00:00,2,12.9,66,1.7
2022-03-02 23:00:00,3,11.7,282,2.2
2022-03-02 23:00:00,4,14.5,275,2.9
2022-03-02 23:00:00,5,12.1,126,3.2
2022-03-03 00:00:00,1,9.3,342,3.1
2022-03-03 00:00:00,2,14.1,49,3.3
2022-03-03 00:00:00,3,9.5,51,3.4
2022-03-03 00:00:00,4,12.8,154,1.8
2022-03-03 00:00:00,5,9.4,352,3.7
2022-03-03 01:00:00,1,9.8,134,2.1
2022-03-03 01:00:00,2,11.7,287,2.1
2022-03-03 01:00:00,3,11.4,352,4
2022-03-03 01:00:00,4,13.2,217,1.9
2022-03-03 01:00:00,5,11.8,32,3
2022-03-03 02:00:00,1,11.5,152,2.2
2022-03-03 02:00:00,2,9.1,174,4.4
2022-03-03 02:00:00,3,9.2,168,1.8
2022-03-03 02:00:00,4,9.7,148,2.2
2022-03-03 02:00:00,5,10.2,225,3.8
2022-03-03 03:00:00,1,13.1,80,1.9
2022-03-03 03:00:00,2,9.1,94,3.2
2022-03-03 03:00:00,3,9.2,75,3.3
2022-03-03 03:00:00,4,9.7,245,3.1
2022-03-03 03:00:00,5,10.8,165,3.2
2022-03-03 04:00:00,1,13.6,305,3.6
2022-03-03 04:00:00,2,14.2,167,4.5
2022-03-03 04:00:00,3,14.5,181,2.9
2022-03-03 04:00:00,4,9.3,335,3.8
2022-03-03 04:00:00,5,11.2,311,3.9
2022-03-03 05:00:00,1,13.9,94,3.7
2022-03-03 05:00:00,2,10.9,168,1.5
2022-03-03 05:00:00,3,13.9,202,1.9
2022-03-03 05:00:00,4,12,129,3.5
2022-03-03 05:00:00,5,14.7,17,2.5
2022-03-03 06:00:00,1,12.4,358,2.7
2022-03-03 06:00:00,2,14.6,127,3.3
2022-03-03 06:00:00,3,13.6,234,3.5
2022-03-03 06:00:00,4,12.6,122,2.7
2022-03-03 06:00:00,5,12.8,154,2.3
2022-03-03 07:00:00,1,10.5,225,2.6
2022-03-03 07:00:00,2,12.9,202,3
2022-03-03 07:00:00,3,14,352,3.5
2022-03-03 07:00:00,4,11.8,33,3.6
2022-03-03 07:00:00,5,11,220,1.9
2022-03-03 08:00:00,1,11.6,282,3.2
2022-03-03 08:00:00,2,11.7,214,4.4
2022-03-03 08:00:00,3,13,355,3.3
2022-03-03 08:00:00,4,11,316,2.8
2022-03-03 08:00:00,5,9.5,1,3.1
2022-03-03 09:00:00,1,12.2,119,2.9
2022-03-03 09:00:00,2,14.8,235,2.6
2022-03-03 09:00:00,3,10.7,167,3.7
2022-03-03 09:00:00,4,13.6,302,3.3
2022-03-03 09:00:00,5,12.5,247,2.7
2022-03-03 10:00:00,1,9.2,353,2.1
2022-03-03 10:00:00,2,11,228,2.6
2022-03-03 10:00:00,3,11.2,148,3.3
2022-03-03 10:00:00,4,14.4,331,4
2022-03-03 10:00:00,5,11.2,48,2.7
2022-03-03 11:00:00,1,12.4,246,2.1
2022-03-03 11:00:00,2,9.2,83,4.2
2022-03-03 11:00:00,3,12.4,173,3.3
2022-03-03 11:00:00,4,11.4,246,2.1
2022-03-03 11:00:00,5,13.5,36,3.6
2022-03-03 12:00:00,1,10.2,189,3
2022-03-03 12:00:00,2,13.3,219,1.7
2022-03-03 12:00:00,3,9.1,357,2.2
2022-03-03 12:00:00,4,9.5,112,3
2022-03-03 12:00:00,5,13,261,2.6
2022-03-03 13:00:00,1,11.8,251,4
2022-03-03 13:00:00,2,9.9,198,4.2
2022-03-03 13:00:00,3,13.9,111,3.3
2022-03-03 13:00:00,4,9.4,9,3.7
2022-03-03 13:00:00,5,9.3,24,3.3
2022-03-03 14:00:00,1,14.7,98,2.9
2022-03-03 14:00:00,2,12.4,14,4.4
2022-03-03 14:00:00,3,10.6,332,3
2022-03-03 14:00:00,4,12.3,20,3.1
2022-03-03 14:00:00,5,14.6,67,2.5
2022-03-03 15:00:00,1,11.9,306,3.7
2022-03-03 15:00:00,2,10.7,92,1.7
2022-03-03 15:00:00,3,14.4,32,2.5
2022-03-03 15:00:00,4,11.5,324,3.2
2022-03-03 15:00:00,5,9.4,29,1.6
2022-03-03 16:00:00,1,10.6,301,3.7
2022-03-03 16:00:00,2,14.7,105,3.2
2022-03-03 16:00:00,3,13,33,3.2
2022-03-03 16:00:00,4,11.9,164,1.9
2022-03-03 16:00:00,5,13.6,183,3.6
2022-03-03 17:00:00,1,14.8,25,1.6
2022-03-03 17:00:00,2,12.4,282,3.8
2022-03-03 17:00:00,3,13.8,326,3.2
2022-03-03 17:00:00,4,12,212,3.7
2022-03-03 17:00:00,5,12.7,108,2.7
2022-03-03 18:00:00,1,14.4,20,2
2022-03-03 18:00:00,2,12.8,72,4.4
2022-03-03 18:00:00,3,14.8,351,2.8
2022-03-03 18:00:00,4,9.4,115,4.3
2022-03-03 18:00:00,5,10.2,122,1.7
2022-03-03 19:00:00,1,12,68,3.9
2022-03-03 19:00:00,2,12.6,54,1.6
2022-03-03 19:00:00,3,11.9,275,3.6
2022-03-03 19:00:00,4,14.6,29,2.9
2022-03-03 19:00:00,5,11.6,130,4.3
2022-03-03 20:00:00,1,12.3,50,4.1
2022-03-03 20:00:00,2,14.3,31,2.7
2022-03-03 20:00:00,3,14.4,269,3.6
2022-03-03 20:00:00,4,11.8,232,3.6
2022-03-03 20:00:00,5,9.9,68,4
2022-03-03 21:00:00,1,12.5,232,4.4
2022-03-03 21:00:00,2,14.3,31,3
2022-03-03 21:00:00,3,14.9,226,4.3
2022-03-03 21:00:00,4,10.6,184,3.2
2022-03-03 21:00:00,5,12.7,128,3.4
2022-03-03 22:00:00,1,9.8,307,3
2022-03-03 22:00:00,2,9.7,39,3.4
2022-03-03 22:00:00,3,11.5,282,4.1
2022-03-03 22:00:00,4,11.1,266,1.8
2022-03-03 22:00:00,5,12.5,236,2.6
2022-03-03 23:00:00,1,11.5,230,1.7
2022-03-03 23:00:00,2,10.7,241,2.6
2022-03-03 23:00:00,3,11.2,101,4.4
2022-03-03 23:00:00,4,13.4,187,4
2022-03-03 23:00:00,5,14.8,351,1.9
2022-03-04 00:00:00,1,9.1,289,3.9
2022-03-04 00:00:00,2,11.3,266,1.7
2022-03-04 00:00:00,3,9.3,94,1.8
2022-03-04 00:00:00,4,12.3,304,4.1
2022-03-04 00:00:00,5,9.7,243,4.3
2022-03-04 01:00:00,1,14.1,34,1.7
2022-03-04 01:00:00,2,12,333,2.6
2022-03-04 01:00:00,3,13.4,273,3.5
2022-03-04 01:00:00,4,13.6,129,1.6
2022-03-04 01:00:00,5,14,345,3.6
2022-03-04 02:00:00,1,14.4,305,2.5
2022-03-04 02:00:00,2,13,210,2.6
2022-03-04 02:00:00,3,10.3,241,2.3
2022-03-04 02:00:00,4,13,116,2.3
2022-03-04 02:00:00,5,11.2,161,3.9
2022-03-04 03:00:00,1,12.3,237,4
2022-03-04 03:00:00,2,9.1,12,3.6
2022-03-04 03:00:00,3,9.9,358,2.9
2022-03-04 03:00:00,4,10.6,312,2.3
2022-03-04 03:00:00,5,11,38,4.1
2022-03-04 04:00:00,1,13.8,38,4.2
2022-03-04 04:00:00,2,9.9,125,2.2
2022-03-04 04:00:00,3,10.7,93,2.9
2022-03-04 04:00:00,4,9.7,197,3.5
2022-03-04 04:00:00,5,11.9,331,4.3
2022-03-04 05:00:00,1,12.2,286,1.5
2022-03-04 05:00:00,2,15,188,3.9
2022-03-04 05:00:00,3,12,128,1.6
2022-03-04 05:00:00,4,15,294,3.1
2022-03-04 05:00:00,5,13.8,132,3.7
2022-03-04 06:00:00,1,14.2,192,2.8
2022-03-04 06:00:00,2,10.7,237,2.2
2022-03-04 06:00:00,3,15,274,3.4
2022-03-04 06:00:00,4,13.6,154,2.3
2022-03-04 06:00:00,5,14.2,210,2.5
2022-03-04 07:00:00,1,9.9,70,3.3
2022-03-04 07:00:00,2,13.7,141,3
2022-03-04 07:00:00,3,12.9,90,3.2
2022-03-04 07:00:00,4,12.9,168,1.9
2022-03-04 07:00:00,5,12.6,63,2.2
2022-03-04 08:00:00,1,11.7,277,1.5
2022-03-04 08:00:00,2,14.5,156,3.8
2022-03-04 08:00:00,3,11.2,93,1.6
2022-03-04 08:00:00,4,9,233,3.2
2022-03-04 08:00:00,5,9.2,105,4
2022-03-04 09:00:00,1,9.2,138,1.7
2022-03-04 09:00:00,2,10.6,134,1.8
2022-03-04 09:00:00,3,13.2,9,4.1
2022-03-04 09:00:00,4,13.5,100,3.5
2022-03-04 09:00:00,5,9.7,64,1.6
2022-03-04 10:00:00,1,10.8,226,2.2
2022-03-04 10:00:00,2,14.2,199,3.7
2022-03-04 10:00:00,3,10.7,89,3.7
2022-03-04 10:00:00,4,14.2,341,1.6
2022-03-04 10:00:00,5,9.3,3,2.4
2022-03-04 11:00:00,1,15,83,4.3
2022-03-04 11:00:00,2,14.5,7,3.7
2022-03-04 11:00:00,3,13.8,220,2.1
2022-03-04 11:00:00,4,13.5,65,4.2
2022-03-04 11:00:00,5,14.2,37,2.7
2022-03-04 12:00:00,1,10.6,143,3.2
2022-03-04 12:00:00,2,12.6,310,1.9
2022-03-04 12:00:00,3,12.8,252,4.1
2022-03-04 12:00:00,4,14.8,34,4
2022-03-04 12:00:00,5,10.9,163,3.7
2022-03-04 13:00:00,1,10.9,188,1.5
2022-03-04 13:00:00,2,9.7,18,2.4
2022-03-04 13:00:00,3,14.5,179,3.7
2022-03-04 13:00:00,4,9.2,18,3.2
2022-03-04 13:00:00,5,10.4,247,2.8
2022-03-04 14:00:00,1,12,72,4.2
2022-03-04 14:00:00,2,12.6,281,3.1
2022-03-04 14:00:00,3,9.7,64,1.9
2022-03-04 14:00:00,4,10.1,98,2.1
2022-03-04 14:00:00,5,13,304,2.8
2022-03-04 15:00:00,1,11.8,157,3.7
2022-03-04 15:00:00,2,12.6,344,3.4
2022-03-04 15:00:00,3,13.5,74,2
2022-03-04 15:00:00,4,11.3,268,3.4
2022-03-04 15:00:00,5,9.2,315,4
2022-03-04 16:00:00,1,10.5,228,3.4
2022-03-04 16:00:00,2,12.4,34,2.3
2022-03-04 16:00:00,3,13.1,169,2.3
2022-03-04 16:00:00,4,9.7,305,4.3
2022-03-04 16:00:00,5,12.2,334,3.9
2022-03-04 17:00:00,1,13.4,37,2
2022-03-04 17:00:00,2,12.7,172,2.9
2022-03-04 17:00:00,3,14.6,124,2
2022-03-04 17:00:00,4,13,26,4.4
2022-03-04 17:00:00,5,13.2,26,2.2
2022-03-04 18:00:00,1,12.9,308,2.7
2022-03-04 18:00:00,2,11.2,69,3.7
2022-03-04 18:00:00,3,14.8,222,4
2022-03-04 18:00:00,4,11.4,11,2.5
2022-03-04 18:00:00,5,11.7,357,1.5
2022-03-04 19:00:00,1,11.5,280,4.4
2022-03-04 19:00:00,2,10.9,77,3.6
2022-03-04 19:00:00,3,13.5,243,2.8
2022-03-04 19:00:00,4,13.3,217,4.5
2022-03-04 19:00:00,5,9.5,179,4
2022-03-04 20:00:00,1,9.4,126,3.4
2022-03-04 20:00:00,2,13.6,72,3
2022-03-04 20:00:00,3,13.8,161,3.6
2022-03-04 20:00:00,4,14.9,335,2.4
2022-03-04 20:00:00,5,9.2,73,2.8
2022-03-04 21:00:00,1,10,130,1.9
2022-03-04 21:00:00,2,9.3,315,4.4
2022-03-04 21:00:00,3,13.9,97,4.2
2022-03-04 21:00:00,4,14.8,293,1.7
2022-03-04 21:00:00,5,11.5,121,2.3
2022-03-04 22:00:00,1,12.6,40,4.3
2022-03-04 22:00:00,2,9.6,133,2.8
2022-03-04 22:00:00,3,10,291,2.5
2022-03-04 22:00:00,4,13.7,189,1.5
2022-03-04 22:00:00,5,10.5,145,1.7
2022-03-04 23:00:00,1,11.4,327,3.4
2022-03-04 23:00:00,2,12.4,232,3.9
2022-03-04 23:00:00,3,14.5,181,2.9
2022-03-04 23:00:00,4,9.3,221,3.2
2022-03-04 23:00:00,5,13.2,358,2
2022-03-05 00:00:00,1,9.8,316,3.7
2022-03-05 00:00:00,2,13.1,292,2
2022-03-05 00:00:00,3,9.9,260,2.5
2022-03-05 00:00:00,4,12.1,93,3.8
2022-03-05 00:00:00,5,9.1,54,3.7
2022-03-05 01:00:00,1,13.7,24,4.3
2022-03-05 01:00:00,2,11.2,220,3.4
2022-03-05 01:00:00,3,9,317,2.9
2022-03-05 01:00:00,4,10,282,2.9
2022-03-05 01:00:00,5,10.5,6,2.5
2022-03-05 02:00:00,1,12.8,15,2
2022-03-05 02:00:00,2,12.5,213,1.7
2022-03-05 02:00:00,3,12.8,19,1.8
2022-03-05 02:00:00,4,13.7,191,3.6
2022-03-05 02:00:00,5,11.5,321,1.6
2022-03-05 03:00:00,1,13.5,51,2.9
2022-03-05 03:00:00,2,13.5,252,3.3
2022-03-05 03:00:00,3,13.2,193,2.3
2022-03-05 03:00:00,4,10.2,145,2.4
2022-03-05 03:00:00,5,10.4,232,4.1
2022-03-05 04:00:00,1,9.7,125,2.4
2022-03-05 04:00:00,2,9.4,8,2.9
2022-03-05 04:00:00,3,12,118,1.6
2022-03-05 04:00:00,4,10.9,266,3
2022-03-05 04:00:00,5,13.9,11,4.4
2022-03-05 05:00:00,1,11.5,242,3.5
2022-03-05 05:00:00,2,10.4,164,1.6
2022-03-05 05:00:00,3,12.9,6,2.9
2022-03-05 05:00:00,4,11.4,89,3
2022-03-05 05:00:00,5,10.3,298,2.3
2022-03-05 06:00:00,1,9.8,248,3.3
2022-03-05 06:00:00,2,12,7,4.2
2022-03-05 06:00:00,3,13,345,1.7
2022-03-05 06:00:00,4,12.3,109,2.3
2022-03-05 06:00:00,5,12.2,157,2
2022-03-05 07:00:00,1,9.1,17,3.3
2022-03-05 07:00:00,2,14.3,107,3
2022-03-05 07:00:00,3,11.2,101,1.6
2022-03-05 07:00:00,4,13.5,329,1.7
2022-03-05 07:00:00,5,13.5,178,3.2
2022-03-05 08:00:00,1,11.7,213,3.8
2022-03-05 08:00:00,2,14.1,252,2.3
2022-03-05 08:00:00,3,14.2,88,3.7
2022-03-05 08:00:00,4,9.6,325,1.9
2022-03-05 08:00:00,5,14.8,285,1.6
2022-03-05 09:00:00,1,13.3,189,3.9
2022-03-05 09:00:00,2,10.7,197,3.7
2022-03-05 09:00:00,3,10.3,179,3.1
2022-03-05 09:00:00,4,10.7,258,3.5
2022-03-05 09:00:00,5,10.8,112,3.3
2022-03-05 10:00:00,1,12.9,213,3.5
2022-03-05 10:00:00,2,12.2,126,1.6
2022-03-05 10:00:00,3,9.6,90,2.7
2022-03-05 10:00:00,4,12.1,66,2.7
2022-03-05 10:00:00,5,13.7,23,2.8
2022-03-05 11:00:00,1,14.8,209,3.8
2022-03-05 11:00:00,2,10.4,295,2.2
2022-03-05 11:00:00,3,13.6,213,3.5
2022-03-05 11:00:00,4,10.8,309,2.1
2022-03-05 11:00:00,5,12.9,172,1.6
2022-03-05 12:00:00,1,10.4,7,3.8
2022-03-05 12:00:00,2,9,44,4
2022-03-05 12:00:00,3,13.8,354,2.8
2022-03-05 12:00:00,4,9.7,73,2.6
2022-03-05 12:00:00,5,13.1,88,3.6
2022-03-05 13:00:00,1,13.7,201,3.3
2022-03-05 13:00:00,2,12,102,4.2
2022-03-05 13:00:00,3,9.7,247,4.5
2022-03-05 13:00:00,4,9.5,10,3.5
2022-03-05 13:00:00,5,9.2,195,2.5
2022-03-05 14:00:00,1,10.6,2,2.2
2022-03-05 14:00:00,2,12.7,348,3.3
2022-03-05 14:00:00,3,12.2,151,3.4
2022-03-05 14:00:00,4,9.9,243,3
2022-03-05 14:00:00,5,14.7,42,2
2022-03-05 15:00:00,1,13.8,73,2.5
2022-03-05 15:00:00,2,14.3,117,4.5
2022-03-05 15:00:00,3,12.9,219,2.3
2022-03-05 15:00:00,4,14.1,214,2.6
2022-03-05 15:00:00,5,12.8,248,3.8
2022-03-05 16:00:00,1,13,32,2.3
2022-03-05 16:00:00,2,11,112,3.5
2022-03-05 16:00:00,3,12.7,219,3.8
2022-03-05 16:00:00,4,10.9,288,4.4
2022-03-05 16:00:00,5,10.9,16,2.8
2022-03-05 17:00:00,1,10.8,47,3.5
